_key,App/components/AddressListComponent/message/confirmDelete,App/components/AddressListComponent/message/confirmDefault,App/components/AddressListComponent/message/defaultAddress,App/components/AddressListComponent/message/defaultButtonText,App/components/AddressListComponent/message/deleteAddressButtonText,App/components/AddressListComponent/message/addAddressButtonText,App/components/BillingComponent/h1Title,App/components/BillingComponent/message/billingAddress,App/components/BillingComponent/message/shippingAddress,App/components/BillingComponent/message/differentShippingAddress,App/components/CompleteComponent/h1Title/success,App/components/CompleteComponent/h1Title/cancelled,App/components/PaymentComponent/h1Title,App/components/PaymentComponent/message/totalWithoutReduction,App/components/PaymentComponent/message/reductionAmount,App/components/PaymentComponent/message/shippingCostVat,App/components/PaymentComponent/message/totalVat,App/components/PaymentComponent/button/finalizeCommandButton,App/components/PaymentComponent/button/payWithCB,App/components/OrderListComponent/h1Title,App/components/OrderListComponent/message/seeMoreButtonText,App/components/OrderListComponent/message/noOrder,App/components/PasswordUpdateComponent/message/changePassword,App/components/UserInformationUpdateComponent/h1Title,App/components/UserInformationUpdateComponent/message/typeInformations,App/screens/CartScreen/h1Title/empty,App/screens/CartScreen/h1Title/yourCart,App/screens/CartScreen/message/validationButton,App/screens/CartScreen/message/promotionTable/title,App/screens/CartScreen/message/promotionTable/subtitle,App/screens/CartScreen/message/promotionTable/table/minAmount,App/screens/CartScreen/message/promotionTable/table/reductionPercent,App/screens/LoginScreen/title,App/screens/UserScreen/title,App/screens/OrderScreen/title,App/screens/UserInformationUpdateScreen/h1Title,App/menu/myroute,App/menu/search,App/menu/guidebook,App/menu/cart,App/menu/ticking,App/menu/account,App/menu/adresses,App/menu/orders,App/menu/logout,Navbar/account,Navbar/back,Navbar/close,Navbar/guidebooks,Navbar/cart,Navbar/logout,Navbar/menu,Navbar/ticking,Navbar/myroutes,Navbar/search,Navbar/searchLabel,Navbar/Facebook,Navbar/Omegaroc,Navbar/FondEquipement,Navbar/cgv,Navbar/Aboutus,Navbar/saveRoute/guest,Navbar/saveRoute/label,Navbar/saveRoute/cliff,Navbar/saveRoute/multipitch,Navbar/saveRoute/clearAll,Navbar/saveRoute/empty,NoConnection/title,NoConnection/offline-warning,NoConnection/description,NoConnection/back-link,NoMatch/title,NoMatch/description,NoMatch/back-link,NoMatch/back-home,TopoScreen/unlock/price,TopoScreen/unlock/code,TopoValidationScreen/title,TopoValidationScreen/alert/guestMessage,TopoValidationScreen/alert/guestCta,SecteurComponent/addToCart/falaise,SecteurComponent/addToCart/grande-voie,SecteurComponent/removeFromCart,SecteurComponent/unlock/falaise,SecteurComponent/unlock/grande-voie,SecteurComponent/button/ticking,SearchComponent/button/close,SearchComponent/button/filter,SearchComponent/button/search,SearchComponent/button/submit,SearchComponent/button/clearAll,SearchComponent/display/label,SearchComponent/display/list,SearchComponent/display/map,SearchComponent/display/region,SearchComponent/field/search/label,SearchComponent/field/search/placeholder,SearchComponent/title,FacetComponent/facet/difficulties,FacetComponent/facet/orientations,FacetComponent/facet/guidebookIds,FacetComponent/facet/regionIds,FacetComponent/facet/type,FacetComponent/action/clear,SearchScreen/title,TickingFormScreen/title,TickingListComponent/title,TickingListComponent/field/start/label,TickingListComponent/field/end/label,TickingListComponent/field/tickingType/label,TickingListComponent/field/tickingType/help,TickingListComponent/field/date/validate,TickingListComponent/field/date/cancel,TickingListComponent/fab/action,TickingListComponent/alert/searchEmpty,TickingListComponent/alert/empty,TickingListComponent/alert/emptyCta,TickingListComponent/alert/error,TickingListComponent/toggleButton/all,TickingListComponent/toggleButton/cliff,TickingListComponent/toggleButton/multipitch,TickingFormComponent/field/lastTry/label,TickingFormComponent/field/lastTry/required,TickingFormComponent/field/tickingType/label,TickingFormComponent/field/tickingType/required,TickingFormComponent/field/tickingType/option/a_vue,TickingFormComponent/field/tickingType/option/flash,TickingFormComponent/field/tickingType/option/travail,TickingFormComponent/field/tickingType/option/enchaine,TickingFormComponent/field/cliffRoute/label,TickingFormComponent/field/route/label,TickingFormComponent/field/route/labelgrande-voie,TickingFormComponent/field/route/labelfalaise,TickingFormComponent/field/route/help,TickingFormComponent/field/route/notFound,TickingFormComponent/field/routeType/label,TickingFormComponent/field/routeType/option/cliff,TickingFormComponent/field/routeType/option/multipitch,TickingFormComponent/field/routeType/help,TickingFormComponent/field/tryCount/label,TickingFormComponent/field/tryCount/required,TickingFormComponent/field/score/label,TickingFormComponent/field/score/required,TickingFormComponent/field/comment/label,TickingFormComponent/field/comment/placeholder,TickingFormComponent/fab/action,TickingFormComponent/dialog/title,TickingFormComponent/dialog/description,TickingFormComponent/dialog/delete,TickingFormComponent/dialog/cancel,TickingFormComponent/button/close,TickingFormComponent/button/edit,TickingFormComponent/submit/label,TickingFormComponent/submit/error,TickingFormComponent/submit/autocomplete,TickingFormComponent/message/autocomplete,TickingFormComponent/list/sectorRoute,MyRouteListScreen/title,MyRouteListScreen/alert/guestMessage,MyRouteListScreen/alert/guestCta,RouteListComponent/alert/title,RouteListComponent/alert/empty,RouteListComponent/alert/emptyCta,RouteListComponent/alert/emptySearch,RouteListComponent/button/clearAll,TickingListScreen/title,AlertComponent/message/offline,AlertComponent/button/reload,AlertComponent/button/back,AlertComponent/login/addToCart/title,AlertComponent/login/addToCart/message,AlertUnlockComponent/falaise/description,AlertUnlockComponent/falaise/guidebook,AlertUnlockComponent/falaise/guidebook_plural,AlertUnlockComponent/falaise/buy_guidebook,AlertUnlockComponent/falaise/buy_guidebook_plural,AlertUnlockComponent/grande-voie/description,AlertUnlockComponent/grande-voie/guidebook,AlertUnlockComponent/grande-voie/guidebook_plural,AlertUnlockComponent/grande-voie/buy_guidebook,AlertUnlockComponent/grande-voie/buy_guidebook_plural,ErrorHandler/message,ErrorHandler/reload,ErrorHandler/home,InfiniteListComponent/loading/done,LoginComponent/title,LoginComponent/subtitle,LoginComponent/btn/connect,LoginComponent/link/register,LoginComponent/link/reset-password,LoginComponent/placeholder/email,LoginComponent/placeholder/password,RegisterScreen/title,RegisterScreen/subtitle,RegisterScreen/btn/register,RegisterScreen/link/login,RegisterScreen/form/firstName/required,RegisterScreen/form/lastName/required,RegisterScreen/form/email/required,RegisterScreen/form/email/valid,RegisterScreen/form/password/required,RegisterScreen/form/passwordConfirm/required,RegisterScreen/form/passwordConfirm/match,RegisterScreen/placeholder/email,RegisterScreen/placeholder/password,RegisterScreen/placeholder/firstName,RegisterScreen/placeholder/lastName,RegisterScreen/placeholder/passwordConfirm,RegisterScreen/swal/success/title,RegisterScreen/swal/success/message,RegisterScreen/swal/success/okBtn,RegisterScreen/swal/error/title,RegisterScreen/swal/error/okBtn,RegisterConfirmScreen/swal/success/title,RegisterConfirmScreen/swal/success/message,RegisterConfirmScreen/swal/success/okBtn,RegisterConfirmScreen/swal/error/title,RegisterConfirmScreen/swal/error/okBtn,ResetPasswordScreen/title,ResetPasswordScreen/subtitle,ResetPasswordScreen/btn/reset-password,ResetPasswordScreen/link/login,ResetPasswordScreen/placeholder/email,ResetPasswordScreen/swal/success/title,ResetPasswordScreen/swal/success/message,ResetPasswordScreen/swal/success/okBtn,ResetPasswordConfirmScreen/title,ResetPasswordConfirmScreen/subtitle,ResetPasswordConfirmScreen/btn/reset-password,ResetPasswordConfirmScreen/placeholder/password,ResetPasswordConfirmScreen/placeholder/passwordConfirm,ResetPasswordConfirmScreen/swal/success/title,ResetPasswordConfirmScreen/swal/success/message,ResetPasswordConfirmScreen/swal/success/okBtn,Omegaroc/logo,searchResults/avatar/cliff,searchResults/avatar/multipitch,Prix : ,AddressUpdateComponent/title,AddressUpdateComponent/subtitle,AddressCreateComponent/title,AddressCreateComponent/subtitle,AddressCreateComponent/placeholder/firstName,AddressCreateComponent/placeholder/lastName,AddressCreateComponent/placeholder/businessName,AddressCreateComponent/placeholder/address,AddressCreateComponent/placeholder/zipcode,AddressCreateComponent/placeholder/city,AddressCreateComponent/placeholder/countryCode,AddressCreateComponent/placeholder/country,AddressCreateComponent/btn/save,AddressCreateComponent/btn/back,AddressCreateComponent/form/address/required,AddressCreateComponent/form/zipcode/required,AddressCreateComponent/form/city/required,AddressCreateComponent/form/countryCode/required,AddressCreateComponent/form/country/required,UserInformationUpdateComponent/alert/success,PasswordUpdateComponent/title,PasswordUpdateComponent/subtitle,PasswordUpdateComponent/placeholder/currentPassword,PasswordUpdateComponent/placeholder/password,PasswordUpdateComponent/placeholder/passwordConfirm,PasswordUpdateComponent/btn/save,PasswordUpdateComponent/btn/back,PasswordUpdateComponent/alert/success,PasswordUpdateComponent/form/currentPassword/required,PasswordUpdateComponent/form/password/required,PasswordUpdateComponent/form/passwordConfirm/required,CartScreen/item/isNotVirtual,BillingComponent/btn/continue,BillingComponent/btn/back,common/add,common/back,Order/marking/completed,Order/marking/cancelled
translation,Êtes-vous sûr de vouloir supprimer cette adresse ?,Êtes-vous sûr de vouloir définir cette adresse par défaut ?,Adresse par défaut,Par défaut,Supprimer,Ajouter,Informations de facturation,Adresse de facturation,Adresse de livraison,Adresse de livraison différente ?,Votre commande est un succès,Votre commande n'a pas pu aboutir,Récapitulatif et paiement,Total avant remise,Réduction {reductionAmount}% TTC,Frais de port TTC,Total TTC,Finaliser ma commande,Payer par Carte Bancaire,Mes commandes,Voir,Vous n'avez pas encore effectué de commande,Modifier son mot de passe,Modifier ses informations,Saisissez votre nom et prénom,Votre panier est vide.,Votre panier,Valider mon panier,Table des promotions,Les réductions s'appliquent uniquement sur les éléments numériques (hors Topo papier),Montant minimum,Pourcentage de réduction,Connexion,Mon Compte,Mes Commandes,Mes informations,Mes voies,Recherche,Topo,Panier,Mon carnet,Mon profil,Mes adresses,Mes commandes,Se déconnecter,Mon compte,Retour,Fermer,Topos,Mon panier,Se déconnecter,Menu,Carnet de croix,Mes voies,Rechercher,Rechercher une voie,Facebook,Omegaroc,Fond d'équipement,Conditions générales,À propos,Veuillez vous connecter pour enregistrer des voies,Mes voies enregistrées,Falaises,Grande voies,Tout supprimer,Vous n'avez aucune voie accessible en mode hors-ligne.,Aucune connexion...,"Si vous n'êtes pas connecté à internet, essayez de vous connecter.",Vous pouvez toujours accéder aux voies et secteurs que vous avez enregistrés en haut à droite de votre écran.,Revenir en arrière,Oups...,Vous essayez d'accéder à une ressource qui n'existe pas.,Revenir en arrière,Retourner à l'accueil,"Ce topo est disponible à l'achat. Si vous possédez déjà le topo papier, vous pouvez l'activer en répondant à une question.",Vous pouvez l'activer en répondant à une question.,Activation d'un topo,Veuillez vous connecter pour déploquer un topo.,Me connecter,Acheter la falaise,Acheter la grande voie,Retirer du panier,Acheter la falaise,Acheter la grande voie,Mes notes,Fermer,Filter,Rechercher,Voir les résultats,Tout effacer,Affichage : ,Liste,Carte,Région,Recherche,3 charactères min.,Filtres,Difficulté,Orientation,Topo,Région,Type d'escalade,Effacer,Recherche,Carnet de croix,Mon carnet de croix,Date min.,Date max.,Enchaînement,A vue / Flash / Enchainée / En travail,Valider,Annuler,Ajouter,Aucun résultat ne correspond à vos critères. Modifier les filtres pour retrouver vos expériences.,Ajouter vos expériences dans votre carnet de croix.,Ajouter,Une erreur est survenu lors de la recherche de votre carnet de croix.,Tous,Falaise,Grande Voie,Date,Merci de saisir une date,Enchainement,Merci de faire un choix,A vue,Flash,En travail,Enchaînée,Nom de la voie,Nom de la voie,Nom de la grande voie,Nom de la falaise,3 caractères min.,Voie non trouvée,Type de voie,Falaise,Grande voie,Veuillez choisir un type de voie avant de rechercher une voie,Nbre tentatives,Merci de saisir un nombre,Intérêts,Merci de faire un choix,Commentaire,Décrivez votre expérience...,Modifier,Supprimer,Etes-vous sûr de vouloir supprimer cette entrée de votre carnet de croix ?,Supprimer,Annuler,Fermer,Editer,Enregistrer,Une erreur est survenue lors de l'enregistrement.,Valider,Rechercher la voie à ajouter à votre carnet de croix.,Secteur :,Mes voies,Veuillez vous connecter pour ajouter des voies.,Me connecter,Mes voies,Aucune voie n'est liée à votre compte.,Chercher des voies,Aucune voie ne répond à vos critères. Modifier les filtres pour trouver des voies.,Ré-initialiser les filtres,Carnet de croix,Vous n'êtes pas connecté à Internet. Seuls les voies et sites enregistrés sont accessibles (iĉone disquette),Recharger la page,Retour,Achat d'un topo,Veuillez vous connecter pour acheter un topo.,"Pour avoir toutes les informations, veuillez acheter la falaise",Vous pouvez accéder à tout le contenu de cette falaise en débloquant le topo suivant : ,Vous pouvez accéder à tout le contenu de cette falaise en débloquant les topos suivants : ,Vous pouvez accéder à tout le contenu de cette falaise en achetant la voie ou en débloquant le topo suivant : ,Vous pouvez accéder à tout le contenu de cette falaise en achetant la voie ou en débloquant les topos suivants : ,"Pour avoir toutes les informations, veuillez acheter la grande voie",Vous pouvez accéder à tout le contenu de cette grande voie en débloquant le topo suivant : ,Vous pouvez accéder à tout le contenu de cette grande voie en débloquant les topos suivants : ,Vous pouvez accéder à tout le contenu de cette grande voie en achetant la voie ou en débloquant le topo suivant : ,Vous pouvez accéder à tout le contenu de cette grande voie en achetant la voie ou en débloquant les topos suivants : ,Une erreur s'est produite...,Rafraichir,Retourner à l'accueil,Chargement terminé,Se connecter,Veuillez saisir vos informations pour créer un compte,Se connecter,S'enregistrer,Mot de passe perdu ?,Email,Mot de passe,S'enregistrer,Veuillez saisir vos informations pour créer un compte,S'enregistrer,Se connecter,Veuillez saisir votre prénom,Veuillez saisir votre nom,Veuillez saisir votre adresse email,Veuillez saisir une adresse email valide,Veuillez saisir un mot de passe,Veuillez saisir une confirmation de mot de passe,Veuillez saisir des mots de passe identiques,Email,Mot de passe,Prénom,Nom,Confirmation du mot de passe,Bienvenue !,Votre compte a bien été créé. Vous allez recevoir un email pour confirmer votre inscription.,Ok,Une erreur a eu lieu,Ok,Félicitations !,Vous venez de confirmer votre adresse email ! Vous pouvez à présent visualiser vos topos.,Allons-y,Attention !,Ok,Mot de passe perdu,Veuillez saisir votre email pour recevoir un lien qui vous permettra de mettre à jour votre mot de passe.,Envoyer un email,Se connecter,Email,Succès !,Vous allez recevoir un email vous indiquant la démarche pour mettre à jour votre mot de passe.,Ok,Changement de mot de passe,Veuillez saisir votre nouveau mot de passe.,Enregistrer,Mot de passe,Confirmation mot de passe,Succès !,Votre mot de passe a été mis à jour ! Vous pouvez retournez à vos topos.,Ok,Omegaroc,F,GV,Prix : ,Modifier une adresse,Veuillez saisir vos informations,Ajouter une adresse,Veuillez saisir vos informations,Prénom,Nom,Raison sociale (facultatif),Adresse,Code postal,Ville,Pays,Pays,Enregistrer,Retour,Veuillez saisir votre numéro et rue,Veuillez saisir votre code postal,Veuillez saisir votre ville,Veuillez sélectionner un pays,Veuillez sélectionner un pays,Vos informations ont été mise à jour,Modifier votre mot de passe,Veuillez saisir votre nouveau mot de passe,Mot de passe actuel,Nouveau mot de passe,Confirmation du mot de passe,Enregistrer,Retour,Votre mot de passe a été mis à jour,Veuillez saisir votre mot de passe actuel,Veuillez saisir votre nouveau mot de passe,Veuillez saisir la confirmation de votre nouveau mot de passe,Livre,Continuer,Retour au panier,Ajouter,Retour,Terminée,Annulée
